0.0	0.024682507983621916	-1.9999226967540107
0.0015008299950527925	0.027767676962847078	-1.999899407121885
0.003001659990105585	0.03702301034420473	-1.9998202230319728
0.004502489985158378	0.04936293423530026	-1.9996898041456646
0.00600331998021117	0.06170193262653186	-1.9995221266491703
0.0075041499752639615	0.07403977412975693	-1.9993171936349532
0.009004979970316756	0.08637622745163048	-1.9990750088478784
0.010505809965369548	0.09871106131319547	-1.9987955765639223
0.01200663996042234	0.10796130463920565	-1.9985673800373684
0.01350746995547513	0.11104456482456791	-1.9984882109539404
